id,dias_desde_ajuizamento,ano_ajuizamento,mes_ajuizamento,eh_segunda,eh_sexta,municipio_fortaleza,qtd_assuntos,tem_tutela_urgencia,tem_obrigacao_fazer,tem_dano_moral,qtd_movimentos,velocidade_movimentos,eh_horario_almoco,complexidade_score,tem_recurso,sentenca_favoravel,texto_decisao,sexo_juiz_bin,sexo_requerente_bin,eh_fornecimento_de_medicamentos,eh_obrigacao_de_fazer__nao_fazer,eh_fraldas,eh_tutela_de_urgencia,eh_tratamento_medico_hospitalar,eh_urgencia,eh_fornecimento_de_insumos,eh_acessao,eh_interdicao,eh_indenizacao_por_dano_moral,eh_direitos_da_personalidade,eh_liminar,eh_nao_padronizado,eh_nomeacao,eh_multa_cominatoria__astreintes,eh_sucumbenciais,eh_competencia_dos_juizados_especiais,eh_assistencia_a_saude,eh_indenizacao_por_dano_material,eh_plano_de_saude,eh_tratamento_da_propria_saude,eh_fazenda_publica,eh_antecipacao_de_tutela__tutela_especifica
250,292,2023,12,0,1,0,1,0,0,0,70,0.2397,0,70,1,1,"Julgado procedente o pedido
Ante o exposto, confirmo a liminar deferida às fls. 315/318 e julgo procedente o pedido, para condenar a ré Unimed Ceará ao fornecimento mensal do tratamento indicado na petição inicial, pelo período necessário ao tratamento da autora, o que será definido pelo médico que a acompanha. Por conseguinte, dou o feito por extinto o processo, com resolução de mérito, nos termos do artigo 487, inciso I, do Código de Processo Civil. Em razão da sucumbência, condeno a ré ao pagamento das despesas e custas processuais, e às partes, honorários advocatícios aos patronos da parte contrária, que fixo em 10% do valor da condenação, nos termos do artigo 85, § 2º, do Código de Processo Civil. P.I.C.",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,588,2023,12,0,1,0,4,0,1,1,93,0.1582,0,372,1,0,"Julgado improcedente o pedido
DISPOSITIVO: ISTO POSTO, diante do acima explanado, JULGO IMPROCEDENTE o pedido contido na exordial, o que faço, por sentença, para que surta seus jurídicos e legais efeitos, nos termos do art. 487, I, CPC. Condeno a parte requerente ao pagamento das custas processuais e honorários advocatícios no percentual de 10% sobre o valor da causa, contudo suspendo referida condenação por esta ser beneficiaria da gratuidade judiciária (artigo 98, § 3º do CPC). Publique-se, registre-se e intimem-se. Transitada em julgado, arquivem-se os autos com a devida baixa.",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,277,2023,11,0,0,1,1,0,0,0,47,0.1697,0,47,0,1,"Julgado procedente o pedido
Isso posto, considerando tudo mais que dos autos consta, os princípios de direito aplicáveis ao caso sub judice, JULGO PROCEDENTE o pedido inicial, condenando o MUNICÍPIO DE FORTALEZA na obrigação de fazer consistente no fornecimento à parte autora de FRALDAS PEDIÁTRICAS DESCARTÁVEIS TAMANHO XXG ou outro tamanho a ser laudado pelo médico assistente - NA QUANTIDADE DE 150 UNIDADES POR MÊS, no prazo de até 90(noventa) dias, conforme atestam os documentos de fls. 65-66, sem, contudo, vincular a nenhuma marca específica, no prazo de até 90(noventa), resolvendo o processo, com julgamento de mérito. Com relação aos honorários, CONDENO O MUNICÍPIO DE FORTALEZA em honorários advocatícios ao Fundo de Apoio e Aparelhamento da Defensoria Pública do Estado do Ceará - FAADEP, em 10% sobre o valor dado à causa.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,301,2023,11,0,0,0,1,0,0,0,25,0.0831,0,25,0,1,"Julgado procedente o pedido
À luz do exposto, com fulcro no art. 487, I, do CPC, JULGO PROCEDENTE O PEDIDO formulado na inicial, confirmando a tutela anteriormente concedida, para condenar o ESTADO DO CEARÁ a fornecer o medicamento Teriparatida 250 mcg/ml pelo período de 12 meses.",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,283,2023,11,0,0,1,1,0,0,0,31,0.1095,0,31,0,1,"Julgado procedente o pedido
Isso posto, considerando tudo mais que dos autos consta, os princípios de direito aplicáveis ao caso sub judice, JULGO parcialmente PROCEDENTE o pedido inicial, condenando o ESTADO DO CEARÁ na obrigação de fazer consistente no fornecimento de suplemento alimentar nas quantidades prescritas pelo médico assistente/nutricionista, sem, contudo, vincular a uma marca específica (art. 3º, §2º, Lei nº 9.787), mas que mantenha o mesmo padrão nutricional prescrito pelo médico assistente, no prazo de até 60(sessenta) dias, bem com os insumos: Frasco Enterofix 31 Unidades Por Mês, Equipo Para Dieta Enteral 31 Unidades Por Mês, Seringa Descartável S/ Agulha 31 Unidades Por Mês, Materias: Seringa De 20 Ml 30 Unidades Por Mês, Seringa De 5 Ml 30 Unidades Por Mês, Compressa De Gaze Estéril (Pacote Com 5 Unidades) - 20 Pacotes Por Mês, tudo em conformidade com o documento de fls. 36-37, devendo ser apresentado novo laudo e nova receita a cada 06(seis) meses, sob pena de suspensão da entrega dos itens, o que, desde logo, fica deferido ao ente demandado.",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,284,2023,11,0,0,1,1,0,0,0,29,0.1021,0,29,0,1,"Julgado procedente o pedido
Isso posto, considerando tudo mais que dos autos consta, os princípios de direito aplicáveis ao caso sub judice, JULGO PARCIALMENTE PROCEDENTE o pedido inicial, condenando o Município de Fortaleza na obrigação de fazer consistente no fornecimento de ALIMENTAÇÃO ESPECIAL nas quantidades prescritas pelo médico assistente/nutricionista, sem, contudo, vincular a uma marca específica (art. 3º, §2º, Lei nº 9.787), mas que mantenha o mesmo padrão nutricional prescrito pelo médico assistente, bem como os insumos a seguir: frascos sendo 31 unidades/mês; seringas sendo 31 unidades/mês, equipo macrogotas sendo 31 unidades/mês, no prazo de até 90(noventa) dias, conforme atesta o documento de fls. 34-35, devendo ser apresentado novo laudo e nova receita a cada 06(seis) meses, sob pena de suspensão da entrega dos itens, o que, desde logo, fica deferido ao ente demandado.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,537,2023,11,1,0,0,2,0,0,0,80,0.149,0,160,0,1,"Julgado procedente o pedido
4. Dispositivo Ante o exposto e por tudo mais que dos autos consta, acolho o parecer ministerial e JULGO PROCEDENTE o pedido nos termos do art. 487, inciso I, do Novo Código de Processo Civil, oportunidade em que nomeio Cícera Arrais da Silva como curadora de sua irmã a Sra. Sueli Ferreira dos Santos, que deverá cumprir fielmente o encargo de curadora da interditanda em questão, incumbindo-lhe a administração dos benefícios previdenciários e/ou assistenciais em nome da pessoa interditada, ficando autorizada a manutenção e a administração de seus bens, o que não inclui o direito de desfazer-se dos mesmos, salvo com autorização judicial. Condeno o Estado do Ceará ao pagamento dos honorários advocatícios ao curador especial nomeado Manuel Sampaio Teixeira - OAB/CE nº 8.446 em R$ 955,26 (06 UAD's). Lavre-se termo de curatela definitiva e expeça-se mandado para averbação da substituição de curador. Sem custas face a gratuidade deferida. Publique-se, registre-se e intimem-se, dando-se ainda ciência ao MP. Cumpridas as providências acima, arquive-se com as cautelas legais. Expedientes necessários.",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,600,2023,11,0,0,1,1,0,0,0,69,0.115,0,69,0,1,"Julgado procedente o pedido
Com base em todas as informações presentes nos autos e considerando os princípios de direito aplicáveis ao caso em questão, JULGO PROCEDENTE, nos termos do art. 487, I, do CPC, o pedido inicial, CONFIRMANDO, portanto, a decisão liminar anteriormente proferida. Condeno o Município de Fortaleza a fornecer à parte autora o medicamento ARIPIPRAZOL, na quantidade e especificação prescrita pelo médico assistente, no prazo máximo de 90 (noventa) dias, conforme indicado no laudo médico das fls. 45-47. Ressalto que deverá ser apresentado um novo laudo e/ou nova receita a cada 6 (seis) meses, sob pena de suspensão da entrega do medicamento, medida esta que desde já fica deferida ao ente demandado.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,638,2023,11,0,1,1,1,0,0,0,76,0.1191,0,76,0,1,"Julgado procedente o pedido
Isto posto, o mais que dos autos consta e ainda com fundamento nas disposições legais supramencionadas e ainda no art. 490 do CPC, JULGO PROCEDENTE A AÇÃO, para ratificar a decisão interlocutória proferida às fls. 47/50, tornando-a definitiva. Condeno a promovida a pagar danos morais ao promovente, que arbitro em R$ 3.000,00 (Três mil reais), a serem atualizados pelo INPC, a partir desta data, com espeque na Súmula nº 362 do STJ, acrescidos de juros de mora, de 1% (Um por cento) ao mês, a contar da data do trânsito em julgado desta decisão. Condeno mais a demandada no pagamento das custas processuais e dos honorários advocatícios do causídico constituído pela parte adversa, ora arbitrados em 15% (Quinze por cento) sobre os valores da indenização supra, após atualizado. P.R.I.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,284,2023,11,1,0,0,2,0,0,0,19,0.0669,0,38,1,1,"Julgado procedente o pedido
Isto posto, nos mesmos termos da decisão de fls. 57/62 e, com fundamento no art. 487, I, do CPC, confirmo a decisão de antecipação de tutela e JULGO PROCEDENTE O PEDIDO. Sem custas, nem condenação em honorários. Sentença não sujeita à reexame necessário, ex vi do disposto no art. 496, §3º, III, do CPC. Publique-se, registre-se e intime-se. Decorrido in albis o prazo recursal, certifique-se o trânsito em julgado e, após, arquive-se.",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,292,2023,11,1,0,1,1,0,0,0,42,0.1438,1,42,0,1,"Julgado procedente o pedido
Isso posto, considerando tudo mais que dos autos consta, os princípios de direito aplicáveis ao caso sub judice, JULGO PROCEDENTE o pedido inicial, CONFIRMO, portanto, a decisão liminar, condenando o ESTADO DO CEARÁ no fornecimento a parte autora, Levy da Silva Gomes Rosa, Oxibutinina, na quantidade e especificação prescrita pelo médico assistente, em até 90 (noventa) dias, conforme atesta a necessidade do laudo de fls. 41-43, devendo ser apresentado novo laudo e/ou nova receita a cada 06(seis) meses, sob pena de suspensão da entrega da medicação o que, desde logo, fica deferido ao ente demandado. Mantenho a necessidade de renovação da RECEITA A CADA 06(SEIS) MESES ao ente público. Esta última medida encontra respaldo no enunciado 2 da Jornada de Direito de Saúde do Conselho Nacional de Justiça, o qual prescreve que: ENUNCIADO Nº 02 Concedidas medidas judiciais de prestação continuativa, em tutela provisória ou definitiva, é necessária a renovação periódica do relatório, com definição de metas terapêuticas a fim de avaliar a efetividade do tratamento e adesão do paciente e prescrição médicas, a serem apresentados preferencialmente ao executor da medida, no prazo legal ou naquele fixado pelo julgador como razoável, considerada a natureza da enfermidade, de acordo com a legislação sanitária (Portaria SVS/MS nº 344/98), sob pena de perda de eficácia da medida. (Redação dada na VI Jornada de Direito da Saúde - 15.06.2023) Certifique a Serventia o decurso do prazo recursal voluntário, salientando-se que os prazos, no âmbito da Infância e Juventude, são contados em dias corridos, conforme dispõe o art. 152, §2º, da Lei 8.069. Honorários sucumbenciais em 20% sobre o valor atribuído à causa (RE 1.140.005 overruling em relação à Súmula 421 do Superior Tribunal de Justiça). Decorrido o prazo, proceda-se conforme a legislação em vigor e, eventualmente, arquivem-se os autos com as baixas e anotações necessárias. Cientifiquem-se. Expedientes pertinentes ao cumprimento da decisão. P.R.I.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,364,2023,11,0,0,1,2,0,0,0,62,0.1703,0,124,0,1,"Julgado procedente o pedido
III) DISPOSITIVO Ante o exposto, JULGO PROCEDENTES OS PEDIDOS INICIAIS, confirmando a liminar concedida nos autos, para condenar a promovida AMIL ao cumprimento das seguintes obrigações: i) custear o fornecimento do medicamento INVEGA SUSTENNA (palmitato de paliperidona - injetável), prescrito à promovente nos relatórios médicos de fls. 24/26, na periodicidade recomendada, conforme a indicação de profissional especializado; ii) pagar a requerente indenização por danos morais no valor de R$ 5.000,00 (cinco mil reais), incorrendo sobre essa quantia juros de mora desde a citação e correção monetária a partir do arbitramento, ou seja, da data desta decisão (súmula 362 do STJ). Declaro extinto o processo, com julgamento do mérito (artigo 487, I, do CPC). Publique-se. Registre-se. Intimem-se. Em razão da sucumbência, condeno a promovida ao pagamento das custas processuais e de honorários advocatícios, estipulados em 10% sobre o valor total da condenação (artigo 85, § 2º, do CPC). Após o trânsito em julgado, certifique-se e arquive-se.",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,648,2023,11,0,0,0,2,0,0,0,79,0.1219,0,158,0,0,"Julgado improcedente o pedido
Diante do exposto, com fulcro no art. 487, inc. I, do CPC, JULGO IMPROCEDENTE a ação, extinguindo o processo com resolução do mérito, revogando os efeitos da decisão interlocutória de fls. 65/69. Condeno a parte autora ao pagamento das custas processuais e dos honorários advocatícios, os quais fixo em 10% (dez por cento) sobre o valor da causa. A verba de sucumbência, porém, fica sob condição suspensiva de exigibilidade, em virtude da concessão da gratuidade judiciária (art. 98, § 3º, do CPC). Publique-se, registre-se. Intimem-se as partes pelo DJe. Após o trânsito em julgado, ARQUIVEM-SE os autos.",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,489,2023,11,0,0,0,1,0,0,0,74,0.1513,0,74,0,1,"Julgado procedente o pedido
Vistos em conclusão. Maria Clara Claudino Pereira, representado por Maria das Candeias Claudino, manejou a presente Ação Obrigação de Fazer c/c Preceito Cominatório e pedido liminar, em face do Município de Fortaleza, pessoa jurídica de direito público, todos devidamente qualificados na peça inicial. Consta da preambular que Maria Clara Claudina Pereira, 16 anos para devido fins que a paciente é acompanhada por diagnostico de Paralisia Cerebral (CID.G80.9), é acompanhado pelo programa melhor em casa. Segundo laudo médico em anexo, paciente encontra-se com a doença, é dependente de terceiros para suas atividades de vida diária (AVDA), necessitando com brevidade o recebimento de fraldas a fim de evitar possíveis infecções urinárias. Necessita de fraldas descartáveis infantil, tamanho G, 186 por mês 6 vezes ao dia de forma contínua e por tempo indeterminado. Dessa forma, solicita-se, de acordo com o laudo médico disponibilizado, de fralda pediátricas descartáveis - tamanho g na quantidade de 186 unidades por mês e 6 vezes ao dia, por tempo indeterminado, ou outro tamanho e quantidade a serem laudados por médico junto à secretaria de saúde, a fim de melhorar a qualidade de vida da parte autora. Ocorre, Excelência, que o custo das fraldas descartáveis é muito elevado, totalizando o valor anual de R$ 3.993,12 ( tres mil, novecentos e noventa e tres reais e doze centavos) haja vista a utilização por tempo indeterminado, não dispondo a parte Autora de pecúnia suficiente para arcar com o custo de tal produto, o qual é essencial para ajudar a sobreviver com dignidade. Ressalta-se que a Requerente já tentou receber administrativamente os produtos, junto ao fluxo da Defensoria Pública Geral Do Estado do Ceará, que por meio do Núcleo de Atendimento Integrado à Saúde - NAIS, realizou intermédio com as secretarias de saúde obtendo a resposta de que as fraldas solicitadas não estão contempladas em nenhum item da Assistência Farmacêutica, de acordo com documentação anexa. Assim sendo, diante da necessidade urgente do tratamento alinhavado, vem a autora requerer o deferimento initio litis do pedido principal. Com a inicial, documentos de fls. 20/41. Decisão de fls.42/45 acolhe a inicial e defere o pedido de tutela de urgência requerido. Às fls.88/90 consta Ofício da Secretaria de Saúde do Estado do Ceará, o qual informa o cumprimento da decisão, anexando a nota de recebimento que comprova que, no dia 04/01/2024, a autora recebeu 420 unidades de fraldas descartáveis infantis tamanho G (9 a 13kg) da marca Lippy Baby, com prazo de cobertura de 60 (sessenta) dias. Às fls.103/105, a promovente informa o cumprimento da medida. Instado a se manifestar, o membro do Ministério Público opinou pela procedência do pedido (fls.111/115). Empós, vieram-me os autos conclusos para sentença. É o relatório. Passo a decidir. Inicialmente, é necessário decretar areveliado Estado do Ceará, já que uma vez citado (fls. 50), deixou transcorrer o prazo legal para apresentar a contestação hábil para se contrapor aos fatos alegados pela parte autora. Todavia, em se tratando de Fazenda Pública, arevelianão incide em seu aspecto material, conforme arts. 344 e 345, II, do CPC. Por conseguinte, dentre os efeitos processuais do reconhecimento darevelia, o julgamento antecipado do mérito é o principal. Aplicados os efeitos desse fato processual e, não havendo requerimento de prova, o juiz julgará antecipadamente o pedido, proferindo sentença com resolução de mérito, nos termos do art. 355, II, CPC. Assim, verifico não haver necessidade de produção probatória, motivo pelo qual me utilizo da faculdade contida no art. 355, inciso I, do Novo Código de Processo Civil, para julgar antecipadamente a lide, considerando que a prova documental produzida é suficiente à solução da demanda. Desse modo, em cotejo com os elementos do processo, possível é a aplicação dareveliaao Estado do Ceará em seu aspecto formal, considerando que a demanda trata de saúde, direito indisponível. Pois bem. O direito constitucional à saúde deve ser garantido de forma solidária por todos os entes da federação, consoante preceituam os artigos 196 e 198 da Constituição da República, submetendo-se o Sistema Único de Saúde - SUS ao princípio da cogestão. A Constituição Federal de 1988 estatui, em seu art. 196, in verbis, que: ""a saúde é direito de todos e dever do Estado, garantido mediante políticas sociais e econômicas que visem à redução do risco de doença e de outros agravos e ao acesso universal e igualitário às ações e serviços para sua promoção, proteção e recuperação"". A prestação dos serviços inerentes à saúde é obrigação dos entes federativos, os quais possuem responsabilidade solidária, não podendo se eximirem de prestar assistência médica àqueles que se mostram carentes de recursos e que recorrem ao Sistema Público de Saúde clamando por tratamento. Admitir a negativa de fornecimento de tratamento pelo Poder Público equivaleria a obstar o direito à vida, direito fundamental assegurado pela Constituição Federal, merecedor de toda a forma de proteção do Estado. Nesse sentido, vejamos o entendimento do Superior Tribunal de Justiça: ADMINISTRATIVO E PROCESSUAL CIVIL. AGRAVO CONTRA DECISÃO QUE NÃO ADMITIU O RECURSO ESPECIAL. DIREITO A SAÚDE. RESPONSABILIDADE SOLIDÁRIA ENTRE OS ENTES FEDERATIVOS. JURISPRUDÊNCIA PACÍFICA. 1. O Presidente ou Vice-presidente do Tribunal de origem pode julgar a admissibilidade do Recurso Especial, negando seguimento caso a pretensão do recorrente encontre óbice em alguma Súmula do STJ, sem que haja violação à competência do Superior Tribunal de Justiça. 2. Trata-se, na origem, de Agravo de Instrumento interposto contra decisão que indeferiu o efeito suspensivo aos Embargos à Execução Fiscal proposto pela empresa agravante. 3. No que tange à responsabilidade em prover o tratamento de saúde da pessoa humana, a jurisprudência do Superior Tribunal de Justiça firmou-se no sentido de que é dever do Estado fornecer gratuitamente às pessoas carentes a medicação necessária para o efetivo tratamento médico, conforme premissa contida no art. 196 da Constituição Federal. 4. Ainda, considerando que o Sistema Único de Saúde é financiado pela União, Estados-membros, Distrito Federal e Municípios, nos termos do art. 198, § 1º, da Constituição Federal, pode-se afirmar que é solidária a responsabilidade dos referidos entes no cumprimento dos serviços públicos de saúde prestados à população. 5. O direito constitucional à saúde faculta ao cidadão obter de qualquer dos Estados da federação (ou do Distrito Federal) os medicamentos de que necessite, dispensando-se o chamamento ao processo dos demais entes públicos não demandados. Desse modo, fica claro o entendimento de que a responsabilidade em matéria de saúde é dever do Estado, compreendidos aí todos os entes federativos. 6. O Tribunal pleno do STF, em 5.3.2015, julgou o RE 855.178/SE, com repercussão geral reconhecida, e reafirmou sua jurisprudência no sentido de que o polo passivo da relação de direito processual pode ser composto por qualquer dos entes federados, porquanto a obrigação de fornecimento de medicamentos é solidária. 7. Agravo de que se conhece, para se conhecer do Recurso Especial, e negar-lhe provimento, com fulcro no art. 253, parágrafo único, II, ""b"", do RISTJ e no art. 1.042 do CPC. (AREsp 1556454/MG, Rel. Ministro HERMAN BENJAMIN, SEGUNDA TURMA, julgado em 22/10/2019, DJe 05/11/2019). Ademais, o Estatuto da Criança e do Adolescente - Lei nº 8.069/1990, em seu art. 2º, disciplina expressamente que ""a saúde é um direito fundamental do ser humano, devendo o Estado prover de condições indispensáveis ao seu pleno exercício"". Frisa-se que, em se tratando de criança ou adolescente, a proteção estatal deve ser ainda mais acentuada, tendo em vista a fragilidade natural da pessoa em desenvolvimento, assegurando-lhes a Constituição Federal, em seu art. 227, que: Art. 227. É dever da família, da sociedade e do Estado assegurar à criança, ao adolescente e ao jovem, com absoluta prioridade, o direito à vida, à saúde, à alimentação, à educação, ao lazer, à profissionalização, à cultura, à dignidade, ao respeito, à liberdade e à convivência familiar e comunitária, além de colocá-los a salvo de toda forma de negligência, discriminação, exploração, violência, crueldade e opressão. Outrossim, o Estatuto da Criança e do Adolescente assegura-lhes o direito à vida e à saúde com prioridade absoluta, nos temos dos artigos 7º e 11, in verbis: Art. 7º A criança e o adolescente têm direito a proteção à vida e à saúde, mediante a efetivação de políticas sociais públicas que permitam o nascimento e o desenvolvimento sadio e harmonioso, em condições dignas de existência. [...] Art. 11. É assegurado atendimento integral à saúde da criança e do adolescente, por intermédio do Sistema Único de Saúde, garantido o acesso universal e igualitário às ações e serviços para promoção, proteção e recuperação da saúde. Entendo, portanto, como indispensável a utilização das fraldas ora pleiteadas para manutenção da saúde do infante, vez que o não fornecimento acarretaria em agravamento de sua condição já considerada frágil, tudo nos termos do documento médico de fl.31. Ante o exposto, considerando tudo mais que dos autos consta, os princípios de direito aplicáveis ao caso sub judice, julgo procedente o pedido autoral, com fundamento no art. 487, inciso I, do CPC e em respeito ao art. 11, §1º da Lei nº 8.069/90, ao escopo de ratificar a decisão de tutela de urgência anteriormente concedida na decisão proferida às fls. 42/45, determinando que o promovido providencie e forneça, caso ainda não efetivado, mensalmente, por tempo indeterminado, 186 unidades de FRALDAS recomendadas ao caso concreto, para a menor Maria Clara Claudino Pereira, conforme determinação médica de fl.31, como meio assecuratório dos direitos fundamentais à vida, à saúde, e à dignidade da pessoa humana, tudo em conformidade com a prescrição constante nos autos. Ademais, por força da sucumbência, condeno o requerido ao pagamento dos honorários advocatícios em favor da Defensoria Pública do Estado do Ceará, fixados estes em 10% (dez por cento) do valor atribuído à causa desta ação, revertidos ao Fundo de Apoio e Aparelhamento da Defensoria Pública (FAADEP). Sem custas. No caso de fornecimento de insumo de forma continuada, mantenho a necessidade de apresentação de nova receita a cada 01 (um) ano ao ente público, ficando este autorizado a suspender a entrega dos insumos ora deferidos se assim não o for procedido. Esta medida encontra respaldo no enunciado 2 da Jornada de Direito de Saúde, disponível no sítio on line do Conselho Nacional de Justiça - CNJ, o qual prescreve que: ENUNCIADO Nº 02 Concedidas medidas judiciais de prestação continuativa, em tutela provisória ou definitiva, é necessária a renovação periódica do relatório, com definição de metas terapêuticas a fim de avaliar a efetividade do tratamento e adesão do paciente e prescrição médicas, a serem apresentados preferencialmente ao executor da medida, no prazo legal ou naquele fixado pelo julgador como razoável, considerada a natureza da enfermidade, de acordo com a legislação sanitária (Portaria SVS/MS nº 344/98), sob pena de perda de eficácia da medida. (Redação dada na VI Jornada de Direito da Saúde - 15.06.2023)"" Ciência do Ministério Pública. Publique-se. Registre-se. Intime-se. Cumpridas as formalidades legais, arquivem-se. Expedientes necessários.",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,369,2023,11,0,1,1,2,0,0,0,86,0.2331,0,172,0,1,"Julgado procedente o pedido
Diante do exposto, JULGO PROCEDENTE OS PEDIDOS AUTORAIS, para reconhecer a obrigação de fazer devida pela empresa ré, confirmando integralmente a tutela de urgência anteriormente concedida, sem prejuízo da condenação da parte ré a pagar a quantia de R$ 5.000,00 (cinco mil reais), a título de indenização pelos danos morais sofridos, corrigido monetariamente pelo índice INPC, a contar da dada da sentença e juros de mora simples de 1% (um por cento) ao mês, fixados a partir da data da citação, restando extinto o presente feito, com resolução de mérito, nos termos do artigo 487, I do CPC. Em razão da sucumbência, condeno a parte ré ao pagamento das custas processuais e honorários advocatícios, que fixo em 10% do valor da condenação, nos termos do art. 85, parágrafo 2o, do CPC. Por fim, ficam as partes advertidas, desde logo, que a oposição de embargos de declaração fora das hipóteses legais e/ou com postulação meramente infringente lhes sujeitará a imposição da multa prevista pelo artigo 1026, § 2º, do Código de Processo Civil. Na hipótese de interposição de apelo, por não haver mais o juízo de prelibação nesta Instância (art. 1.010 do Código de Processo Civil), sem necessidade de nova conclusão, intime-se a parte recorrida para oferecer contrarrazões no prazo de 15 (quinze) dias. E, em havendo recurso adesivo, também deverá ser intimado o adverso para resposta em 15 (quinze) dias. Após tais providências, remetam-se os autos ao Egrégio Juízo ad quem com as nossas homenagens. Após o trânsito em julgado, considerando o teor dos artigos 2º e 3° da Portaria Conjunta n° 428/2020/PRES/CGJCE, publicada no Diário da Justiça no dia 05/03/2020, páginas 15/18, verifique-se o recolhimento das custas devidas e, caso efetivado, arquivem-se os autos. Caso pendente o recolhimento, intime-se a parte para tanto, no prazo de 15 dias, ciente de que, em caso de não atendimento, o valor do débito atualizado, apurado nos termos do artigo 3º da Portaria referida, será enviado à Procuradoria-Geral do Estado do Ceará para a devida inscrição na dívida ativa e regular cobrança o débito. P.I.C.",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,304,2023,11,0,0,1,1,0,0,0,41,0.1349,1,41,0,1,"Julgado procedente o pedido
Isso posto, considerando tudo mais que dos autos consta, os princípios de direito aplicáveis ao caso sub judice, JULGO PARCIALMENTE PROCEDENTE o pedido inicial, condenando o ESTADO DO CEARÁ na obrigação de fazer consistente no fornecimento à parte autora de Suplemento Alimentar, nas quantidades descritas no laudo médico/nutricionista, fls. 39-41, sem, contudo, vincular a uma marca específica (art. 3.º, § 2.º, Lei nº 9.787), mas que mantenha o mesmo padrão nutricional prescrito pelo médico/nutricionista, bem como os insumos: frascos sendo 31 unidades/mês; seringas sendo 31 unidades/mês, equipo macrogotas sendo 31 unidades/mês, sob pena de bloqueio de verba pública, até ulterior deliberação do Poder Judiciário.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,619,2023,10,0,0,0,1,0,0,0,49,0.0792,0,49,1,1,"Julgado procedente o pedido
Em consonância aos fundamentos jurídicos expostos, e, com fulcro, no Art. 355, I, do CPC/15, julgo procedentes os pedidos autorais, para confirmar a decisão de fls. 25/29, ratificando a liminar inicialmente conferida, e determinar que o plano de saúde réu forneça cobertura ao tratamento do autor, com todos os materiais descritos em prescrição médica, e, tudo, por prazo indeterminado, e até quando dos materiais o autor necessitar, e sempre nas quantidades que forem as prescritas pelo profissional médico que o assiste: bomba Medtronic 780G e seus insumos, composto por: Aquisição Única: 01- MMT-1896 BP Bomba de Insulina minimed 01 unidade R$ 17.808,000; 02- MMT-305QS aplicador do conjunto 01 unidade R$ 114,00; 03- MMT-7910w1 transmissor Guardin link 3ble 01 unidade R$ 3.260; 04- ACC1003911f adaptador R$ 432,00; Necessidade anual: 05- MMT-7020c1 guardian 12 caixas com 5 unidades cada unidade R$1.998,00 x 12 unidades Valor R$ 23.976,00; 06-- MMT-397a Cateter 6mm cânula 60 cm 1 caixa com unidade R$ 1.1161,00 x 12 unidades R$ 13.932,00; 07- MMT- 332A Minimed reservoir 1 caixa R$ 194,00 com 12 unidade x unidades (194,00) = R$ 2.328,00; 08- Insulina Fiasp 01 unidade R$ 167.99; 9-Glicosímetro Acc Perfomace R$ 149,00; 10-Fitas para Glicemia 02 caixas Unidade 124,61 x 2 = 249,22. Condeno, ainda, a promovida Unimed às custas processuais e honorários advocatícios sucumbenciais, fixados em 10% (dez por cento) sobre o valor total da causa, nos termos do Art. 85, §2º, do CPC/15. Publique-se . Registre-se. Intime-se. Cumpra-se. Expedientes necessários. Certificado o trânsito em julgado, dê-se baixa no setor de Distribuição com o consequente arquivamento dos autos.",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
